0.0	2051.83007812
1.04638496872	2051.87011719
2.09276993745	2051.91992188
3.13915490617	2051.87011719
4.1855398749	2051.7800293
5.23192484362	2051.83007812
6.27830981234	2051.47998047
7.32469478107	2051.19995117
8.37107974979	2051.12011719
9.41746471852	2050.75
10.4638496872	2050.43994141
11.510234656	2050.25
12.5566196247	2049.9699707
13.6030045934	2049.31005859
14.6493895621	2049.26000977
15.6957745309	2048.56005859
16.7421594996	2048.29003906
17.7885444683	2047.89001465
18.834929437	2047.4699707
19.8813144058	2047.04003906
20.9276993745	2046.68994141
21.9740843432	2046.14001465
23.0204693119	2045.80004883
24.0668542807	2044.95996094
25.1132392494	2044.80004883
26.1596242181	2044.4699707
27.2060091868	2044.09997559
28.2523941555	2043.88000488
29.2987791243	2043.20996094
30.345164093	2042.73999023
31.3915490617	2042.2800293
32.4379340304	2041.70996094
33.4843189992	2041.27001953
34.5307039679	2040.55004883
35.5770889366	2040.01000977
36.6234739053	2039.60998535
37.6698588741	2038.83996582
38.7162438428	2038.30004883
39.7626288115	2037.77001953
40.8090137802	2037.31994629
41.855398749	2036.91003418
42.9017837177	2036.4699707
43.9481686864	2035.82995605
44.9945536551	2035.14001465
46.0409386239	2034.60998535
47.0873235926	2033.89001465
48.1337085613	2033.36999512
49.18009353	2032.89001465
50.2264784988	2032.55004883
51.2728634675	2032.04003906
52.3192484362	2031.36999512
53.3656334049	2030.76000977
54.4120183736	2030.42004395
55.4584033424	2029.70996094
56.5047883111	2029.14001465
57.5511732798	2028.70996094
58.5975582485	2028.29003906
59.6439432173	2027.68994141
60.690328186	2027.29003906
61.7367131547	2026.48999023
62.7830981234	2026.0
63.8294830922	2025.45996094
64.8758680609	2024.83996582
65.9222530296	2024.17004395
66.9686379983	2023.44995117
68.0150229671	2022.88000488
69.0614079358	2022.2199707
70.1077929045	2021.48999023
71.1541778732	2021.17004395
72.200562842	2020.31005859
73.2469478107	2019.7800293
74.2933327794	2019.23999023
75.3397177481	2018.68994141
76.3861027168	2018.25
77.4324876856	2017.40002441
78.4788726543	2016.90002441
79.525257623	2016.38000488
80.5716425917	2015.92004395
81.6180275605	2015.42004395
82.6644125292	2014.70996094
83.7107974979	2014.13000488
84.7571824666	2013.73999023
85.8035674354	2013.15002441
86.8499524041	2012.64001465
87.8963373728	2011.95996094
88.9427223415	2011.38000488
89.9891073103	2010.81005859
91.035492279	2010.31005859
92.0818772477	2009.65002441
93.1282622164	2009.17004395
94.1746471852	2008.63000488
95.2210321539	2008.16003418
96.2674171226	2007.33996582
97.3138020913	2006.61999512
98.3601870601	2006.33996582
99.4065720288	2005.88000488
100.452956998	2005.18994141
101.499341966	2004.45996094
102.545726935	2004.07995605
103.592111904	2003.56994629
104.638496872	2003.18005371
105.684881841	2002.56994629
106.73126681	2001.56994629
107.777651779	2001.18005371
108.824036747	2000.65002441
109.870421716	2000.15002441
110.916806685	1999.52001953
111.963191653	1999.10998535
113.009576622	1998.57995605
114.055961591	1997.95996094
115.10234656	1997.60998535
116.148731528	1997.22998047
117.195116497	1996.59997559
118.241501466	1996.17004395
119.287886435	1995.7800293
120.334271403	1995.5300293
121.380656372	1994.98999023
122.427041341	1994.66003418
123.473426309	1994.10998535
124.519811278	1993.54003906
125.566196247	1992.86999512
126.612581216	1992.55004883
127.658966184	1991.56005859
128.705351153	1991.06005859
129.751736122	1990.33996582
130.79812109	1989.63000488
131.844506059	1989.26000977
132.890891028	1988.82995605
133.937275997	1988.34997559
134.983660965	1987.54003906
136.030045934	1987.10998535
137.076430903	1986.79003906
138.122815872	1985.92004395
139.16920084	1985.14001465
140.215585809	1984.81994629
141.261970778	1984.18005371
142.308355746	1983.73999023
143.354740715	1983.18005371
144.401125684	1982.79003906
145.447510653	1982.47998047
146.493895621	1982.35998535
147.54028059	1982.02001953
148.586665559	1981.25
149.633050528	1980.76000977
150.679435496	1980.33996582
151.725820465	1979.76000977
152.772205434	1978.94995117
153.818590402	1978.5300293
154.864975371	1977.77001953
155.91136034	1977.18994141
156.957745309	1976.54003906
158.004130277	1975.85998535
159.050515246	1975.22998047
160.096900215	1974.72998047
161.143285183	1974.39001465
162.189670152	1973.55004883
163.236055121	1973.08996582
164.28244009	1972.57995605
165.328825058	1972.13000488
166.375210027	1971.83996582
167.421594996	1971.57995605
168.467979965	1970.7199707
169.514364933	1970.45996094
170.560749902	1970.20996094
171.607134871	1969.56005859
172.653519839	1969.2199707
173.699904808	1968.82995605
174.746289777	1968.55004883
175.792674746	1967.92004395
176.839059714	1967.30004883
177.885444683	1966.93994141
178.931829652	1966.2199707
179.978214621	1965.7800293
181.024599589	1965.34997559
182.070984558	1964.72998047
183.117369527	1964.40002441
184.163754495	1963.31005859
185.210139464	1962.10998535
186.256524433	1961.5
187.302909402	1960.22998047
188.34929437	1959.47998047
189.395679339	1958.85998535
190.442064308	1958.0300293
191.488449276	1957.13000488
192.534834245	1956.04003906
193.581219214	1954.98999023
194.627604183	1954.5300293
195.673989151	1953.81994629
196.72037412	1952.45996094
197.766759089	1951.5300293
198.813144058	1950.7199707
199.859529026	1950.10998535
200.905913995	1949.31994629
201.952298964	1948.95996094
202.998683932	1948.76000977
204.045068901	1948.36999512
205.09145387	1947.09997559
206.137838839	1948.39001465
207.184223807	1946.66003418
208.230608776	1946.61999512
209.276993745	1947.77001953
210.323378714	1947.05004883
211.369763682	1946.90002441
212.416148651	1946.42004395
213.46253362	1946.91003418
214.508918588	1946.57995605
215.555303557	1945.9699707
216.601688526	1945.83996582
217.648073495	1944.98999023
218.694458463	1944.69995117
219.740843432	1944.27001953
220.787228401	1944.17004395
221.833613369	1943.40002441
222.879998338	1942.97998047
223.926383307	1942.66003418
224.972768276	1942.30004883
226.019153244	1941.56005859
227.065538213	1940.98999023
228.111923182	1940.51000977
229.158308151	1940.0300293
230.204693119	1939.55004883
231.251078088	1939.16003418
232.297463057	1938.5
233.343848025	1937.86999512
234.390232994	1937.09997559
235.436617963	1936.4699707
236.483002932	1935.72998047
237.5293879	1934.91003418
238.575772869	1934.26000977
239.622157838	1933.5300293
240.668542807	1932.89001465
241.714927775	1931.88000488
242.761312744	1931.31994629
243.807697713	1930.95996094
244.854082681	1929.75
245.90046765	1929.31005859
246.946852619	1928.81994629
247.993237588	1927.84997559
249.039622556	1927.09997559
250.086007525	1926.64001465
251.132392494	1925.98999023
252.178777462	1925.14001465
253.225162431	1924.59997559
254.2715474	1923.85998535
255.317932369	1922.95996094
256.364317337	1922.41003418
257.410702306	1921.79003906
258.457087275	1921.13000488
259.503472244	1920.58996582
260.549857212	1920.19995117
261.596242181	1919.5300293
